Position-Anforderungsspezifikation,ReqID,Komponente,Schablone,Variante,Gruppe,Tag,Stakeholder,Gruppe (ALT),Tag (ALT),Anforderung,Trace auf ReqID,Anmerkung,Status,Aktuell / Zukunft / Ignore,Release,Req-Key (ALT)
4. Abnahme- und Akzeptanzkriterien,303,HARMONY,AK,,Schablonenverwaltung,Schablone kopieren,Schablonenverwalter,Schablonen verwalten,Kopieren,"Angenommen, ein Schablonenverwalter kopiert eine Schablone. 
Wenn der Schablonenverwalter einen neuen Namen für die Schablone eingegeben hat, 
dann wird die bestehende Schablone im System dupliziert und der Name der Schablone mit dem neuen Namen ersetzt.","57, 302","Neue Anforderung, JH, 11.12.2023

Durch Regressionstests getestet.",Umgesetzt,A,1,A-2-55.1
4. Abnahme- und Akzeptanzkriterien,304,HARMONY,AK,,Schablonenverwaltung,Schablone kopieren,Schablonenverwalter,Schablonen verwalten,Kopieren,"Angenommen, ein Schablonenverwalter kopiert eine Schablone. 
Wenn der Schablonenverwalter einen Schablonensatz festlegt hat, in dem die neue Schablone gespeichert werden soll, 
dann wird die bestehende Schablone im System dupliziert und im ausgewählten Schablonensatz gespeichert.","57, 302","Neue Anforderung, JH, 11.12.2023

Durch Regressionstests getestet.",Umgesetzt,A,1,A-2-55.2
4. Abnahme- und Akzeptanzkriterien,365,HARMONY,AK,,Systemzuständigkeiten,HARMONY betreiben,Entwickler,Systemzuständigkeiten,Validierung von Eingabedaten,"Angenommen, ein Anwender tätigt eine Eingabe und eine Regel definiert, dass diese Eingabe nicht leer sein darf. 
Wenn der Anwender eine leere Eingabe absendet, 
dann zeigt das System eine Fehlermeldung an, 
weil die Eingabe gegen die Regel verstößt.",,Regressionstests,Umgesetzt,A,1,E-10.1
4. Abnahme- und Akzeptanzkriterien,366,HARMONY,AK,,Systemzuständigkeiten,HARMONY betreiben,Entwickler,Systemzuständigkeiten,Validierung von Eingabedaten,"Angenommen, der Anwender muss eine Versionsnummer eingeben und das System erwartet nach der definierten Regel eine semantische Versionsnummer (Semantic Versioning). 
Wenn der Anwender eine Versionsnummer eingibt, die nicht dem Standard Semantic Versioning folgt, 
dann zeigt das System dem Anwender eine Fehlermeldung an, 
weil die Eingabe gegen die Regel verstößt.",,,Umgesetzt,A,1,E-10.2
4. Abnahme- und Akzeptanzkriterien,182,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Anforderungen im Status ""Verworfen"" sind aus dem aktiven Arbeitsfluss entfernt und finden keine weitere Beachtung im Entwicklungs- oder Anpassungsprozess.",181,Abnahmekriterium aus G-30 abgeleitet,Umgesetzt,A,1,G-30.1
4. Abnahme- und Akzeptanzkriterien,185,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Wenn dem Dokument ""Anforderungen an HARMONY & EIFFEL"" eine neue Anforderung hinzugefügt wurde, 
dann erhält die neue Anforderung den Status ""Neu erfasst"".",,,Umgesetzt,A,1,G-32.1
4. Abnahme- und Akzeptanzkriterien,186,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Wenn eine Anforderung im Status ""Neu erfasst"" geprüft wird, 
dann erhält sie den Status ""In Prüfung"".",,,Umgesetzt,A,1,G-32.2
4. Abnahme- und Akzeptanzkriterien,188,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Wenn eine Anforderung im Status ""In Prüfung"" als nichtig bewertet wird, 
dann erhält die Anforderung den Status ""Verworfen"".",,,Umgesetzt,A,1,G-33.1
4. Abnahme- und Akzeptanzkriterien,189,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Wenn eine Anforderung im Status ""In Prüfung"" nicht atomar ist, 
dann wird die Anforderung in mehrere unterteilt und erhält den Status ""Aufgeteilt"".",,,Umgesetzt,A,1,G-33.2
4. Abnahme- und Akzeptanzkriterien,190,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Wenn eine Anforderung im Status ""In Prüfung"" valide ist und umgesetzt werden kann, 
dann erhält die Anforderung den Status ""Fertig zur Umsetzung"".",,,Umgesetzt,A,1,G-33.3
4. Abnahme- und Akzeptanzkriterien,192,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Wenn eine Anforderung im Status ""Fertig zur Umsetzung"" ist, 
dann wird die Anforderung entsprechend ihrer Modalität implementiert.",,,Umgesetzt,A,1,G-34.1
4. Abnahme- und Akzeptanzkriterien,194,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Angenommen, die Anforderung befindet sich im Status ""Umgesetzt"". 
Wenn die Prüfung der implementierten Funktionalität erfolgreich abgeschlossen wurde, 
dann erhält die Anforderung den Status ""Abgenommen"".",,,Umgesetzt,A,1,G-35.1
4. Abnahme- und Akzeptanzkriterien,196,"HARMONY, EIFFEL",AK,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Eine Anforderung im Status ""Abgenommen"" findet im Entwicklungsprozess keine Beachtung mehr, weil die beschriebene Funktionalität als abgeschlossen gilt.",,,Umgesetzt,A,1,G-36.1
4. Abnahme- und Akzeptanzkriterien,424,"HARMONY, EIFFEL",AK,,Bedienbarkeit,Benutzung Browser,Anwender,Bedienbarkeit,Benutzung Brave Browser,"Angenommen der Anwender hat den Browser Brave installiert.
Wenn der Anwender HARMONY verwendet,
dann kann der Anwender mit Hilfe der Dialoge Anforderungen erstellen, 
weil das eine essentielle Kernfunktionalität von HARMONY ist.",,AK zu der Stakeholderanforderung über den Chromium.,Umgesetzt,A,1,D-33.1
4. Abnahme- und Akzeptanzkriterien,425,"HARMONY, EIFFEL",AK,,Bedienbarkeit,Benutzung Browser,Anwender,Bedienbarkeit,Benutzung Brave Browser,"Angenommen der Anwender hat den Browser Brave installiert.
Wenn der Anwender HARMONY verwendet,
dann kann der Anwender mit Hilfe der definierten Shortcuts die hinterlegte Funktionalität ausführen, 
weil das wichtig für die Usability ist.",,AK zu der Stakeholderanforderung über den Chromium.,Umgesetzt,A,1,D-33.2
4. Abnahme- und Akzeptanzkriterien,266,"HARMONY, EIFFEL",AK,,Wartbarkeit,Durchlässige Abstraktion,Entwickler,Wartbarkeit,Durchlässige Abstraktion,"Ausgangssituation: HARMONY stellt ein Modul mit einer durchlässigen Abstraktion im Programmcode bereit.
Ereignis: Es wird ein neues Modul entwickelt, welches das Modul mit durchlässiger Abstraktion aus HARMONY verwendet.
Erwartetes Ergebnis: Der Entwickler des neuen Moduls muss die Funktionalität des HARMONY Moduls verstehen, 
weil er das HARMONY Modul nicht nur auf Basis der Schnittstellendefinition korrekt verwenden kann.",265,,Umgesetzt,A,1,G-50.1
6.1 Glossar,151,EIFFEL,Glossar,,Schablonenanwendung,Anforderung eingeben,,Schablonen anwenden,Anforderungsfehler,"Anforderungsfehler bedeutet im System EIFFEL eine Zeichenkette, die nicht der Struktur der Anforderungschablone entspricht.",,"Habe den Glossarbeintrag umformuliert, damit er der Schablone entspricht.",Umgesetzt,A,1,G-17
6.1 Glossar,152,EIFFEL,Glossar,,Schablonenanwendung,Anforderung eingeben,,Schablonen anwenden,Warnung,"Warnung bedeutet im System EIFFEL eine Zeichenkette in einer Anforderung, die formal der Schablone entspricht, jedoch abgeändert werden sollte, um die Anforderung zu verbessern.",,Habe den Glossareintrag umformuliert,Umgesetzt,A,1,G-18
6.1 Glossar,153,EIFFEL,Glossar,,Schablonenanwendung,Anforderung eingeben,,Schablonen anwenden,Hinweis,"Hinweis bedeutet im System EIFFEL eine Zeichenkette in einer Anforderung, die der Schablone entspricht, aber genauer untersucht werden sollte, weil beispielsweise ein nicht-idealer Satz gebildet wurde.",,Habe den Glossareintrag umformuliert,Umgesetzt,A,1,G-19
6.1 Glossar,154,EIFFEL,Glossar,,Schablonenanwendung,Anforderung eingeben,,Schablonen anwenden,Keine Anmerkung,"Keine Anmerkung bedeutet im System EIFFEL eine Anforderung, die keine formalen Fehler enthält und für die die Anforderungsprüfung keine Verbesserungsvorschläge machen kann.",,Habe den Glossareintrag umformuliert,Umgesetzt,A,1,G-20
6.1 Glossar,155,EIFFEL,Glossar,,Schablonenanwendung,Anforderung eingeben,,Schablonen anwenden,Anforderungsschablone,"Anforderungsschablone bedeutet im System EIFFEL eine prüfbare formale Definition für Zeichenketten, damit Anforderungen auf sprachliche Merkmale geprüft werden können.",,Habe den Glossareintrag umformuliert,Umgesetzt,A,1,G-21
6.1 Glossar,150,EIFFEL,Glossar,,Schablonenanwendung,Anforderung prüfen,,Schablonen anwenden,Parsing-Fehler,"Parsing-Fehler bedeutet im System EIFFEL eine Zeichenkette, die nicht nach einer Anforderungschablone verarbeitet werden kann, weil die Zeichenkette nicht der Struktur oder den Bedingungen der Schablone entspricht.",,"Habe den Glossarbeintrag umformuliert, damit er der Schablone entspricht.",Umgesetzt,A,1,G-16
6.1 Glossar,322,EIFFEL,Glossar,,Schablonenanwendung,Equals-Regel,Schablonenverwalter,Schablonen anwenden,"""equals""-Regel","""equals""-Regel bedeutet im System EIFFEL die Regel einer Schablonenvariante, die einen bestimmten Text in der Anforderung voraussetzt.","156, 320",,Umgesetzt,A,1,G-54
6.1 Glossar,323,EIFFEL,Glossar,,Schablonenanwendung,EqualsAny-Regel,Schablonenverwalter,Schablonen anwenden,"""equalsAny""-Regel","""equalsAny""-Regel bedeutet im System EIFFEL die Regel einer Schablonenvariante, die einen bestimmten Text aus einer Auswahl an Zeichenketten voraussetzt.","158, 321",,Umgesetzt,A,1,G-55
6.1 Glossar,324,EIFFEL,Glossar,,Schablonenanwendung,Platzhalter-Regel,Schablonenverwalter,Schablonen anwenden,Platzhalter-Regel,"Platzhalter-Regel bedeutet im System EIFFEL die Regel einer Schablonenvariante, die einen beliebigen Text voraussetzt.","157, 319",,Umgesetzt,A,1,G-56
6.1 Glossar,227,EIFFEL,Glossar,,Schablonenanwendung,Schablone konfigurieren ,,Schablonen anwenden,Varianten,"Variante (Synonym: Alternative, Schablonenvariante) bedeutet im System EIFFEL eine alternative Schablonenausführung bestehend aus Regeln, damit zum Beispiel ein Anforderungstyp mit und ohne Bedingung formal definiert werden kann.",,,Umgesetzt,A,1,G-42
6.1 Glossar,316,EIFFEL,Glossar,,Schablonenanwendung ,Anforderung eingeben,,Schablonen anwenden ,Segment,"Segment bedeutet im System EIFFEL ein Teil einer zu prüfenden Anforderung, der durch ein Eingabefeld im Formular zur Anforderungseingabe erhoben wird, weil jedes Feld, welches der Anwender bei der Erfassung von Anforderungen im Formular ausfüllt, bei der Validierung einer Schablone genutzt werden könnte.",,,Umgesetzt,A,1,G-53
6.1 Glossar,245,EIFFEL,Glossar,,Schablonenverwaltung,Anforderung prüfen,,Schablonen verwalten,Validität der Schablonenkonfiguration,"Valide Schablonenkonfiguration bedeutet im System EIFFEL eine Konfiguration für eine Schablone zur Prüfung von Anforderungen, die in ihrer Semantik und Syntax der dokumentierten Definition entspricht und deshalb zur Prüfung von Anforderungen genutzt werden kann.",,,Umgesetzt,A,1,G-44
6.1 Glossar,254,EIFFEL,Glossar,,Schablonenverwaltung,Frage einer Regel,,Schablonen verwalten,Frage einer Regel,"Frage einer Regel bedeutet im System EIFFEL eine Frage, die an einer Regel gespeichert werden kann, um in der Benutzung der Schablone deutlicher zu machen, was die Regel prüft.",,,Umgesetzt,A,1,G-47
6.1 Glossar,253,EIFFEL,Glossar,,Schablonenverwaltung,Schablone konfigurieren,,Schablonen verwalten,Regel,Regel bedeutet im System EIFFEL eine prüfbare Komponente einer Anforderungsschablone.,,,Umgesetzt,A,1,G-46
6.1 Glossar,489,HARMONY,Glossar,,Allgemeine Verhaltensweisen,Bereitstellen,,Allgemeine Verhaltensweisen,Bereitstellen,"Bereitstellen bedeutet im System HARMONY den Prozess bei dem Daten oder Fähigkeiten verfügbar gemacht werden, damit zum Beispiel eine andere Komponente auf diese zugreifen kann.",,,Umgesetzt,A,1,G-60
6.1 Glossar,123,HARMONY,Glossar,,Anforderungsgruppen,Anforderung speichern,,Gruppen,Anforderungsschlüssel,Anforderungsschlüssel bedeutet im System HARMONY ein eindeutiges identifizierendes Merkmal einer Anforderung innerhalb einer Gruppe.,,,Fertig zur Umsetzung,A,,G-11
6.1 Glossar,124,HARMONY,Glossar,,Anforderungsgruppen,Anforderung speichern,,Gruppen,Kurzbezeichnung,"Kurzbezeichnung bedeutet im System HARMONY einen kurzen Titel oder eine sehr kurze Beschreibung der Anforderung, idealerweise bestehend aus weniger als 5 Wörtern.",,,Fertig zur Umsetzung,A,,G-12
6.1 Glossar,125,HARMONY,Glossar,,Anforderungsgruppen,Anforderungen gruppieren,,Gruppen,Gruppe,"Gruppen bedeuten im System HARMONY thematisch zusammenhängende Sammlungen von Anforderungen, die dazu dienen, die Anforderungen besser zu organisieren und zu verwalten.",,,Fertig zur Umsetzung,A,,G-13
6.1 Glossar,345,HARMONY,Glossar,,Portierbarkeit,Datenbank anbinden,Anwendungsbetreiber,Portierbarkeit,Destruktive/Konstruktive SQL-Migrationsdatei,"SQL-Migrationsdatei (Synonyme: Konstruktive SQL-Migration(-sdatei), Destruktive SQL-Migration(-sdatei) oder SQL-Migration) bedeutet im System HARMONY eine Datei, die SQL-Befehle beinhaltet und destruktiv/konstruktiv Veränderungen an der Datenbank (meistens am Datenbankschema) vornimmt, damit das Schema der Datenbank (automatisiert) durch einen Befehl angelegt und verändert werden kann.",,,Umgesetzt,A,1,C-3-6
6.1 Glossar,222,HARMONY,Glossar,,Schablonenanwendung,Projekte,,Schablonen anwenden,Projekte,"Projekt bedeutet im System HARMONY ein Verwaltungselement, welches es erlaubt, mehrere Gruppen zusammenzufassen.",,,Fertig zur Umsetzung,A,,G-40
6.1 Glossar,105,HARMONY,Glossar,,Schablonensatzverwaltung,Schablonensatz bearbeiten,,Schablonensätze verwalten,Optionale Angaben Schablonensatz,"Optionale Angaben am Schablonensatz bedeutet im System HARMONY die Beschreibung, die an einem Schablonensatz definiert werden kann, aber nicht zwingend erforderlich ist.",,"Halbsatz nach der Begründung entfernt und in den Satz integriert, siehe Anmerkung OL.",Umgesetzt,A,1,G-5
6.1 Glossar,102,HARMONY,Glossar,,Schablonensatzverwaltung,Schablonensatz erstellen,,Schablonensätze verwalten,Schablonensatz,"Schablonensatz (Synonym: T-Set) (engl. Template Set) bedeutet im System HARMONY eine Gruppe von Schablonen, die zusammengefasst und gemeinsam verwaltet werden.",,,Umgesetzt,A,1,G-2
6.1 Glossar,104,HARMONY,Glossar,,Schablonensatzverwaltung,Schablonensatz erstellen,,Schablonensätze verwalten,Pflichtangaben Schablonensatz,"Pflichtangaben am Schablonensatz bedeutet im System HARMONY die Werte Name und Versionsnummer, die zwingend eingegeben werden müssen, um einen Schablonensatz korrekt zu definieren.",,"Halbsatz nach der Begründung entfernt und in den Satz integriert, siehe Anmerkung OL.",Umgesetzt,A,1,G-4
6.1 Glossar,351,HARMONY,Glossar,,Schablonenverwaltung,EBT (EIFFEL Basic Template),Schablonenverwalter,Schablonen verwalten,EBT (EIFFEL Basic Template),"EIFFEL Basic Template (Synonym: EBT) bedeutet im System HARMONY, ein Schablonentyp, der durch EIFFEL validiert und angewandt wird, damit das System HARMONY verschiedene Schablonentypen zur Prüfung von Anforderungen verwenden kann.","111, 112, 248",,Umgesetzt,A,1,G-57
6.1 Glossar,106,HARMONY,Glossar,,Schablonenverwaltung,Metadaten,,Schablonen verwalten,Metadaten,"Metadaten bedeutet im System HARMONY die Informationen Erstellungsdatum und das Datum der letzten Änderung, die automatisch vom System an einem Datensatz gespeichert werden und nicht durch den Anwender verändert werden können.",,"Halbsatz nach der Begründung entfernt und in den Satz integriert, siehe Anmerkung OL.",Umgesetzt,A,1,G-6
6.1 Glossar,385,HARMONY,Glossar,,Schablonenverwaltung,Schablone aus Template Registry laden ,,Schablonen verwalten,Template Registry,"Template Registry (Synonym: Template-Datenbank) bedeutet im System HARMONY eine externe Datenbank, die Schablonenkonfigurationen bereitstellt, damit beliebte Schablonen einfach, zentral bereitgestellt und importiert werden können.",,,Fertig zur Umsetzung,A,,G-58
6.1 Glossar,101,HARMONY,Glossar,,Schablonenverwaltung,Schablone konfigurieren,,Schablonen verwalten,Schablone,"Schablone (engl. Template) bedeutet im System HARMONY eine vordefinierte Struktur oder Formatierung, nach der Anforderungen formuliert und überprüft werden.",,,Umgesetzt,A,1,G-1
6.1 Glossar,247,HARMONY,Glossar,,Schablonenverwaltung,Schablone konfigurieren,,Schablonen verwalten,Schablonentyp,"Schablonentyp (engl. Template Type) bedeutet im System HARMONY die Bezeichnung des verarbeitenden Prüfsystems, damit das System unterschiedliche Prüfsysteme unterstützen kann.",,,Umgesetzt,A,1,G-45
6.1 Glossar,198,HARMONY,Glossar,,Schablonenverwaltung,Schablonensatz erstellen,,Schablonen verwalten,Schablonen gruppieren,"Schablonen in einem Schablonensatz gruppieren bedeutet im System HARMONY das Zusammenfassen von beliebig vielen Schablonen in einer Sammlung, damit zusammengehörende Schablonen gesammelt verwaltet werden können.",,"Achtung, neue Anforderung.",Umgesetzt,A,1,G-37
6.1 Glossar,412,HARMONY,Glossar,,Wartbarkeit,Nicht-triviale Stelle,,Wartbarkeit,Nicht-triviale Stelle,"Nicht-triviale Stelle bedeutet im System HARMONY, ein Teil des Programmcodes, der als exportierte Funktion eines HARMONY-Kernmoduls oder Teil des EIFFEL Parsers unerlässlich für die Funktionalität von HARMONY ist.",,,Umgesetzt,A,1,G-59
6.1 Glossar,181,"HARMONY, EIFFEL",Glossar,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Status ""Verworfen"" bedeutet im Dokument ""Anforderungen an HARMONY & EIFFEL"" eine Anforderung, die nach Prüfung als nichtig erachtet und nicht weiter verfolgt oder implementiert wird.",,,Umgesetzt,A,1,G-30
6.1 Glossar,183,"HARMONY, EIFFEL",Glossar,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Status ""Aufgeteilt"" bedeutet im Dokument ""Anforderungen an HARMONY & EIFFEL"" eine Anforderung, die nicht atomar ist und daher in mehrere Anforderungen unterteilt wird.",,,Umgesetzt,A,1,G-31
6.1 Glossar,184,"HARMONY, EIFFEL",Glossar,,Anforderungsdokument,Anforderungsstatus,,Anforderungsdokument,Anforderungsstatus,"Status ""Neu erfasst"" bedeutet im Dokument ""Anforderungen an HARMONY & EIFFEL"" eine Anforderung, die dem Dokument neu hinzugefügt wurde und noch nicht geprüft wurde.","185, 186",,Umgesetzt,A,1,G-32
